ITEM_TYPE,ITEMS,Brand Name,Dealer Name,Sales Units,Net Sales $,Net Cost $,SOP $,SOP Units,Net Receipt $,Net Receipt Units,RC $,RC Units,Average Inventory value,Average Inventory Units,Tax Percent %,Gross Receipt $,Gross Receipt Units,Avg item price,Fashion-Style Number,Inventory Weeks,Fashion-Style Count 
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,"6,139","$87,570 ","$49,917 ","$60,351 ","6,121","$91,745 ","11,797",$0 ,0,"$58,316 ","6,892",33.10%,"$99,907 ","12,407",$8.10 ,561,30,4
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,466,"$5,389 ","$2,638 ","$2,504 ",214,"$2,790 ",558,$0 ,0,"$1,831 ",266,60.40%,"$2,790 ",558,$5.70 ,9,30,18
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,"1,262","$28,669 ","$16,377 ","$39,039 ","2,981","$8,781 ",664,$0 ,0,"$20,057 ","1,561",34.30%,"$9,290 ",703,$13.00 ,71,30,1
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,"1,570","$33,832 ","$18,937 ","$20,486 ","1,569","$28,081 ","2,203",$0 ,0,"$17,183 ","1,391",41.30%,"$28,418 ","2,231",$12.10 ,28,30,3
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,"4,924","$375,872 ","$78,474 ","$276,571 ","14,137","$35,595 ","2,985",$0 ,0,"$121,654 ","6,627",26.80%,"$58,979 ","4,227",$15.90 ,56,30,17
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,"13,812","$374,537 ","$100,876 ","$108,862 ","13,182","$114,845 ","16,351",$0 ,0,"$76,516 ","10,034",45.90%,"$120,280 ","16,920",$7.30 ,609,30,10
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,362,"$9,993 ","$6,038 ","$7,016 ",389,"$4,538 ",283,$0 ,0,"$5,923 ",334,54.20%,"$4,427 ",279,$16.70 ,16,30,4
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,"27,804","$232,323 ","$124,792 ","$25,003 ","7,093","$155,835 ","31,309",$0 ,0,"$39,367 ","8,554",72.50%,"$155,497 ","31,268",$4.50 ,185,30,13
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,"2,572","$200,994 ","$114,250 ","$57,407 ","1,393","$118,710 ","2,739",$0 ,0,"$90,141 ","2,074",62.80%,"$117,302 ","2,705",$44.40 ,60,30,6
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,0,$0 ,$0 ,$293 ,23,($52),-4,$0 ,0,$269 ,21,0.00%,$0 ,0,55,6,13,2
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,0,$0 ,$0 ,$118 ,17,($15),-2,$0 ,0,$89 ,13,0.00%,$0 ,0,30,9,13,4
205C,CHILDREN_FASHION,SUPERMANN,Fashion Quotient,0,$0 ,$0 ,$928 ,33,$0 ,0,$0 ,0,$835 ,30,0.00%,$0 ,0,119,8,13,3
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$411 ,27,$0 ,0,$0 ,0,$390 ,25,0.00%,$0 ,0,105,8,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,"$2,348 ",68,($78),-6,$0 ,0,"$2,317 ",64,0.00%,$0 ,0,105,26,13,14
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$416 ,50,($64),-5,$0 ,0,$373 ,46,0.00%,$0 ,0,30,25,13,20
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$110 ,13,$0 ,0,$0 ,0,$91 ,10,0.00%,$0 ,0,127,10,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$14 ,1,$0 ,0,$0 ,0,$14 ,1,0.00%,$0 ,0,106,1,11,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$115 ,5,$0 ,0,$0 ,0,$105 ,4,0.00%,$0 ,0,99,4,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,"$1,370 ",77,($62),-5,$0 ,0,$850 ,49,0.00%,$0 ,0,158,18,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$7 ,1,($7),-1,$0 ,0,$7 ,1,0.00%,$0 ,0,169,1,10,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,($38),$0 ,"$7,181 ",97,($75),-1,$0 ,0,"$6,398 ",86,0.00%,$0 ,0,60,3,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,"$1,244 ",44,($11),-1,$0 ,0,$960 ,34,0.00%,$0 ,0,169,17,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$276 ,24,($34),-3,$0 ,0,$218 ,19,0.00%,$0 ,0,168,10,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$187 ,9,($20),-1,$0 ,0,$160 ,8,0.00%,$0 ,0,119,4,13,2
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$121 ,19,($40),-6,$0 ,0,$90 ,14,0.00%,$0 ,0,73,13,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$811 ,13,($60),-1,$0 ,0,$742 ,12,0.00%,$0 ,0,142,6,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$651 ,67,($10),-1,$0 ,0,$523 ,54,0.00%,$0 ,0,168,2,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$186 ,12,($17),-1,$0 ,0,$157 ,10,0.00%,$0 ,0,145,4,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$31 ,6,$0 ,0,$0 ,0,$25 ,5,0.00%,$0 ,0,149,3,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$65 ,1,$0 ,0,$0 ,0,$65 ,1,0.00%,$0 ,0,140,1,11,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,"$1,939 ",56,($375),-11,$0 ,0,"$1,309 ",38,0.00%,$0 ,0,158,14,13,1
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,"$1,702 ",84,($334),-17,$0 ,0,"$1,221 ",58,0.00%,$0 ,0,59,20,13,9
205C,CHILDREN_FASHION,BINDAAS,Fashion Quotient,0,$0 ,$0 ,$154 ,34,$0 ,0,$0 ,0,$141 ,31,0.00%,$0 ,0,132,1,9,174
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,6,$235 ,$123 ,($82),-4,$0 ,0,$0 ,0,58887,524,0.00%,$0 ,0,$20.60 ,1,0,1
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,21,$753 ,$488 ,($25),-1,$0 ,0,$0 ,0,670523,1096,0.00%,$0 ,0,$23.20 ,1,0,1
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,1,$38 ,$28 ,$910 ,17453,$0 ,0,$0 ,0,727017,1816,25%,$0 ,0,$27.60 ,1,0,1
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,3,$320 ,$51 ,$910 ,22,($51),-3,$0 ,0,$255 ,15,13.60%,$0 ,0,$17.00 ,1,13,1
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,10,$439 ,$208 ,($83),-4,$0 ,0,$0 ,0,945342,1619,0.00%,$0 ,0,$20.80 ,1,0,545
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,13,$606 ,$219 ,($265),-16,$0 ,0,$0 ,0,($410),-25,0.00%,$0 ,0,$16.80 ,1,11,1
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,112,"$5,330 ","$1,754 ",($196),-12,$0 ,0,$0 ,0,"($1,134)",-73,0.00%,$0 ,0,$15.70 ,1,11,209
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,2,$96 ,$67 ,$99 ,3,$0 ,0,$0 ,0,$67 ,2,66.70%,$0 ,0,$33.50 ,2,17,29
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,39,"$3,028 ","$2,699 ",($571),-8,$0 ,0,$0 ,0,($894),-13,0.00%,$0 ,0,$69.20 ,1,23,764
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,1,$90 ,$52 ,$157 ,3,$0 ,0,$0 ,0,$137 ,3,33.30%,$0 ,0,$52.30 ,1,13,25
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,21,"$2,039 ","$4,309 ",$213 ,1,$0 ,0,$0 ,0,"($3,020)",-15,100.00%,$0 ,0,$205.20 ,1,11,71
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,3,$353 ,$157 ,$49 ,1,$0 ,0,$0 ,0,$11 ,1267,100.00%,$0 ,0,$52.30 ,1,11,319
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,7,"$3,088 ",$516 ,($144),-2,$0 ,0,$0 ,0,($499),-7,0.00%,$0 ,0,$73.70 ,1,11,68
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,12,"$3,892 ","$1,037 ",$152 ,2,$0 ,0,$0 ,0,($187),-2,100.00%,$0 ,0,$86.40 ,1,11,83
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,1,$335 ,$37 ,"$1,726 ",81548,$0 ,0,$0 ,0,645589,2372,25%,$0 ,0,$37.00 ,1,0,117
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,2,$658 ,$438 ,"$2,462 ",15,"$3,164 ",6,$0 ,0,"$2,507 ",12,8.30%,"$3,724 ",9,$219.10 ,9,17,8
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,52,"$375,879 ","$270,425 ","$306,700 ",67,"$270,425 ",52,$0 ,0,"$283,490 ",56,29.90%,"$561,150 ",107,"$5,200.50 ",174,28,37
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,87,"$4,090 ","$2,175 ","($3,363)",-131,$0 ,0,$0 ,0,"($2,780)",-109,0.00%,$0 ,0,$25.00 ,1,19,723
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,115,"$4,964 ","$3,074 ","($1,723)",-63,$0 ,0,$0 ,0,"($1,615)",-60,0.00%,$0 ,0,$26.70 ,1,26,34
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,22,"$3,336 ",$978 ,($44),-1,$0 ,0,$0 ,0,($282),-6,0.00%,$0 ,0,$44.50 ,1,15,6
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,219,"$33,278 ","$3,990 ","($4,376)",-245,$0 ,0,$0 ,0,"($9,167)",-518,0.00%,$0 ,0,$18.20 ,1,7,1
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,90,"$224,687 ","$160,565 ","$736,690 ",424,"$162,945 ",94,$0 ,0,"$358,415 ",207,13.00%,"$553,985 ",269,"$1,784.10 ",545,29,2
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,12,$438 ,$167 ,($13),-1,$0 ,0,$0 ,0,($29),-2,0.00%,$0 ,0,$14.00 ,1,26,1
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,"1,300","$374,792 ","$271,631 ","$144,585 ",588,"$472,486 ","2,122",$0 ,0,"$155,684 ",678,50.90%,"$448,392 ","1,967",$208.90 ,209,30,1
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,"1,359","$70,436 ","$27,099 ",$36 ,1,"$164,890 ","8,619",$0 ,0,"$42,393 ","2,218",15.70%,"$164,921 ","8,633",$19.90 ,29,13,10
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,"1,028","$235,336 ","$195,412 ","$625,613 ","2,463","$13,842 ",255,"$4,529 ",9,"$246,673 ",989,41.70%,$0 ,0,$190.10 ,764,30,54
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,9,"$3,374 ",$780 ,"$3,356 ",66,$541 ,-4,$0 ,0,"$1,753 ",31,12.30%,$867 ,7,$86.70 ,25,22,807
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,"1,062","$335,973 ","$74,240 ","$1,726 ",142347,"$266,953 ","4,786",$0 ,0,"$70,586 ","1,216",22.20%,"$266,354 ","4,777",$69.90 ,71,13,78
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,212,"$252,356 ","$190,450 ","$187,740 ",172,"$272,595 ",313,"$2,466 ",1,"$106,967 ",98,45.20%,"$262,536 ",297,$898.30 ,319,30,571
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,253,"$342,874 ","$94,256 ","$1,726 ",241445,"$223,282 ",662,$0 ,0,"$32,729 ",95,40.00%,"$212,677 ",632,$372.60 ,68,23,70
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,41,"$35,233 ","$12,235 ","$39,656 ",141,"$10,254 ",30,$0 ,0,"$16,890 ",58,21.80%,"$15,193 ",47,$298.40 ,83,29,126
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,414,"$299,078 ","$198,258 ","$236,364 ",403,"$214,366 ",443,$0 ,0,"$249,043 ",491,26.10%,"$543,844 ","1,184",$478.90 ,117,30,419
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,123,"$4,402 ","$2,094 ",$75 ,10,"$5,297 ",311,$0 ,0,$971 ,53,39.00%,"$5,205 ",305,$17.00 ,8,26,930
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,"1,334","$347,398 ","$73,562 ","$14,364 ",222,"$177,142 ","3,173","$1,167 ",18,"$55,795 ",976,39.40%,"$176,909 ","3,163",$55.10 ,37,30,36
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,400,"$344,977 ","$88,846 ","$136,717 ",598,"$190,959 ",796,$0 ,0,"$77,847 ",339,28.10%,"$200,244 ",824,$222.10 ,723,30,176
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,42,"$22,388 ","$11,823 ","$2,480 ",17,"$35,808 ",92,$0 ,0,"$6,415 ",24,42.00%,"$33,387 ",83,$281.50 ,34,30,23
206W,WOMEN_FASHION,BINDAAS,Fashion Quotient,6,$346 ,$72 ,$642 ,50,($36),-3,$0 ,0,$365 ,28,12.00%,$0 ,0,$12.00 ,6,13,"1,401"
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,4,$240 ,$121 ,$30 ,1,$151 ,5,$0 ,0,$124 ,4,66.70%,$151 ,5,$30.20 ,1,16,294
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,16,"$3,507 ",$706 ,$158 ,1,$636 ,17,$0 ,0,$234 ,4,84.20%,$792 ,18,$44.10 ,2,20,1
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,97,"$9,556 ","$5,241 ",9309,168658,"$13,292 ",246,$0 ,0,"$9,252 ",171,39.80%,"$13,183 ",244,$54.00 ,1,8,116
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,44,"$4,335 ","$2,288 ",5523,189006,"$2,704 ",52,$0 ,0,$767 ,15,93.60%,"$2,444 ",47,$52.00 ,1,8,402
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,334,"$28,308 ","$13,588 ",$260 ,6,"$17,333 ",408,$0 ,0,"$4,862 ",118,87.90%,"$15,943 ",374,$40.70 ,10,27,"1,235"
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"4,611","$433,329 ","$208,834 ","$25,530 ",333,"$426,519 ","10,197","$1,770 ",20,"$122,113 ","2,728",43.80%,"$420,130 ","10,200",$45.30 ,54,30,35
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"8,744","$439,093 ","$203,247 ","$814,850 ","25,687","$216,890 ","11,115",$0 ,0,"$438,215 ","15,822",23.90%,"$209,823 ","10,922",$23.20 ,807,30,7
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"2,958","$229,646 ","$145,121 ","$137,007 ","3,078","$111,378 ","2,294",$0 ,0,"$71,173 ","1,598",54.90%,"$110,854 ","2,310",$49.10 ,78,30,162
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,894,"$376,323 ","$259,013 ","$151,208 ",533,"$669,978 ","1,855",$0 ,0,"$167,047 ",574,38.70%,"$627,005 ","1,780",$289.70 ,571,30,"1,878"
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,372,"$24,004 ","$10,066 ","$89,472 ","3,085","$38,714 ","1,869",$0 ,0,"$41,011 ","1,465",6.70%,"$56,766 ","2,498",$27.10 ,70,25,116
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,124,"$37,335 ","$11,836 ","$24,745 ",192,"$8,577 ",115,$0 ,0,"$10,920 ",93,35.90%,"$14,597 ",153,$95.50 ,126,30,308
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"18,350","$4,099,033 ","$2,212,085 ","$198,948 ","1,552","$3,527,114 ","31,180","$47,825 ",296,"$788,907 ","6,678",56.30%,"$3,514,335 ","31,061",$120.50 ,419,30,28
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"2,464","$3,394,630 ","$899,241 ","$741,646 ","1,681","$1,050,550 ","3,107",$0 ,0,"$447,949 ","1,053",49.50%,"$1,161,469 ","3,298",$365.00 ,930,30,39
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"3,008","$254,234 ","$145,926 ",6442,89739,"$363,898 ","7,787",$0 ,0,"$130,735 ","2,778",38.90%,"$360,330 ","7,730",$48.50 ,36,13,89
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"1,618","$245,603 ","$146,481 ","$68,743 ","1,189","$299,944 ","3,104",$0 ,0,"$102,511 ","1,263",36.60%,"$304,255 ","3,226",$90.50 ,176,26,23
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"6,344","$229,363 ","$151,465 ",$296 ,6,"$232,848 ","9,695",$0 ,0,"$51,879 ","2,158",65.70%,"$231,445 ","9,646",$23.90 ,23,26,24
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"3,075","$635,933 ","$382,676 ","$410,235 ","2,754","$515,417 ","4,192",$0 ,0,"$269,106 ","1,847",43.30%,"$549,964 ","4,343",$124.40 ,"1,401",30,433
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,976,"$380,496 ","$295,731 ","$325,382 ","1,528","$660,233 ","2,105",$0 ,0,"$279,322 ","1,071",27.20%,"$640,031 ","2,058",$303.00 ,294,30,"1,421"
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,17,"$3,766 ",$716 ,"$4,421 ",104,"($18,236)",-85,$0 ,0,"$2,527 ",60,16.30%,$0 ,0,$42.10 ,1,26,228
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"1,025","$348,835 ","$91,342 ","$42,781 ",383,"$132,292 ","1,365",$0 ,0,"$44,008 ",438,59.10%,"$131,508 ","1,352",$89.10 ,116,30,2
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"8,591","$3,393,053 ","$702,403 ","$372,180 ","4,820","$1,342,729 ","16,570",$0 ,0,"$498,785 ","6,298",39.20%,"$1,385,818 ","17,095",$81.80 ,402,30,158
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"1,708","$693,693 ","$423,753 ","$1,124,379 ","3,069","$741,816 ","2,963",$744 ,1,"$691,131 ","1,994",27.50%,"$818,821 ","3,133",$248.10 ,"1,235",30,222
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"3,294","$387,073 ","$93,563 ","$33,367 ","1,318","$195,757 ","7,046",$0 ,0,"$46,482 ","1,709",39.10%,"$197,192 ","7,108",$28.40 ,35,30,158
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,37,"$2,662 ","$1,624 ","$8,760 ",183,$47 ,1,$0 ,0,"$5,825 ",127,20.20%,$0 ,0,$43.90 ,7,30,164
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"6,300","$306,943 ","$156,131 ","$55,977 ","1,924","$441,341 ","16,962","$6,341 ",297,"$148,533 ","5,731",32.80%,"$447,810 ","17,262",$24.80 ,162,30,"3,278"
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"3,400","$695,003 ","$423,711 ","$550,427 ","3,345","$672,887 ","5,447",$0 ,0,"$375,342 ","2,645",38.20%,"$697,340 ","5,564",$124.60 ,"1,878",30,25
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"2,598","$97,848 ","$41,607 ","$25,496 ","1,703","$93,626 ","5,798",$0 ,0,"$28,995 ","1,855",34.00%,"$95,691 ","5,940",$16.00 ,116,30,289
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"18,671","$3,050,667 ","$560,774 ","$530,842 ","14,560","$883,342 ","30,359",$0 ,0,"$352,041 ","10,530",42.00%,"$858,593 ","29,941",$30.00 ,308,30,63
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,746,"$43,949 ","$20,725 ","$7,415 ",235,"$47,826 ","1,716",$0 ,0,"$15,306 ",551,37.90%,"$48,260 ","1,734",$27.80 ,28,25,233
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,13,"$3,379 ",$599 ,"$13,070 ",496,"($1,528)",-66,$0 ,0,"$9,173 ",351,2.60%,$0 ,0,$46.00 ,39,13,102
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"1,190","$336,904 ","$74,675 ","$189,852 ","2,881",($555),0,$0 ,0,"$98,001 ","1,477",41.30%,$0 ,0,$62.80 ,89,30,32
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,40,$894 ,$466 ,"$16,882 ",458,"($1,896)",-45,$0 ,0,"$11,007 ",292,8.70%,$0 ,0,$11.60 ,23,13,204
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,629,"$74,537 ","$33,983 ","$39,445 ","1,597","$49,158 ",945,$0 ,0,"$28,503 ",822,24.10%,"$48,385 ","1,016",$54.00 ,24,30,171
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"19,753","$839,732 ","$422,488 ","$412,918 ","18,185","$859,551 ","40,441",$0 ,0,"$314,776 ","14,444",33.30%,"$874,805 ","41,106",$21.40 ,433,30,450
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"2,375","$427,726 ","$270,715 ","$465,294 ","3,135","$401,602 ","3,203",$0 ,0,"$294,192 ","2,069",36.10%,"$441,684 ","3,451",$114.00 ,"1,421",30,46
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"11,071","$450,230 ","$246,415 ","$391,458 ","16,905","$458,959 ","20,406",$0 ,0,"$230,944 ","10,015",28.50%,"$498,925 ","21,986",$22.30 ,228,30,833
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,1,$55 ,$39 ,$999 ,113,($133),-15,$0 ,0,$732 ,84,0.90%,$0 ,0,$39.00 ,2,13,51
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"2,457","$347,672 ","$62,302 ","$197,222 ","6,720","$90,624 ","4,217",$0 ,0,"$79,066 ","2,839",21.60%,"$104,279 ","4,635",$25.40 ,158,30,"1,389"
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,7,$509 ,$245 ,"$59,450 ","1,368","($5,564)",-136,$0 ,0,"$42,650 ",979,0.50%,$0 ,0,$35.00 ,222,13,383
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"1,502","$398,755 ","$267,224 ","$293,376 ","1,375","$616,457 ","3,076","$8,376 ",37,"$275,238 ","1,270",33.10%,"$631,310 ","3,158",$177.90 ,158,30,26
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,399,"$349,039 ","$72,975 ","$135,893 ",764,"$209,643 ","1,142",$0 ,0,"$76,789 ",411,23.10%,"$178,355 ",967,$182.90 ,164,30,54
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"6,081","$2,298,838 ","$1,424,897 ","$2,389,286 ","8,151","$2,378,042 ","9,673",$0 ,0,"$1,518,677 ","5,649",33.50%,"$2,582,395 ","10,021",$234.30 ,"3,278",30,60
206W,WOMEN_FASHION,ICONIC STYLE,Fashion Quotient,"3,708","$340,709 ","$67,060 ","$5,698 ",373,"$132,861 ","7,456",$0 ,0,"$26,043 ","1,501",47.40%,"$132,748 ","7,449",$18.10 ,25,30,7
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"8,882","$405,564 ","$261,789 ","$648,875 ","22,994","$501,900 ","16,994",$0 ,0,"$356,708 ","12,149",20.60%,"$598,348 ","20,080",$29.50 ,289,30,427
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,406,"$57,349 ","$23,791 ","$32,900 ",538,"$49,941 ",979,$0 ,0,"$24,679 ",447,28.50%,"$43,738 ",887,$58.60 ,63,30,250
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"13,285","$790,632 ","$367,361 ","$304,921 ","11,096","$814,314 ","29,179",$0 ,0,"$299,615 ","10,210",31.80%,"$854,637 ","30,676",$27.70 ,233,30,150
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"2,772","$3,034,228 ","$539,602 ","$141,134 ",404,"$910,087 ","4,544","$1,560 ",13,"$363,938 ","1,835",57.50%,"$896,063 ","4,415",$194.70 ,102,30,1
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"5,809","$346,796 ","$69,622 ","$14,442 ",932,"$138,895 ","11,705",$0 ,0,"$39,735 ","3,199",45.70%,"$139,933 ","11,785",$12.00 ,32,27,6
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"4,455","$345,266 ","$80,630 ","$134,710 ","7,737","$53,654 ","2,678",$0 ,0,"$76,766 ","4,225",42.70%,"$54,000 ","2,700",$18.10 ,204,30,94
206W,WOMEN_FASHION,CAROLEE,Fashion Quotient,"15,672","$700,758 ","$297,227 ","$386,745 ","19,906","$357,821 ","17,988",$0 ,0,"$152,857 ","7,661",40.70%,"$370,226 ","18,603",$19.00 ,171,30,468
206W,WOMEN_FASHION,COACH JIMLAR CORP,Fashion Quotient,"23,210","$3,392,252 ","$603,670 ","$301,538 ","11,040","$1,073,448 ","41,916",$0 ,0,"$341,646 ","12,997",43.70%,"$1,076,345 ","42,093",$26.00 ,450,30,303
206W,WOMEN_FASHION,SINGLE AT FOURTY,Fashion Quotient,700,"$94,540 ","$46,645 ","$9,079 ",124,"$157,220 ","2,476",$0 ,0,"$58,995 ",930,27.10%,"$155,290 ","2,461",$66.60 ,46,30,14
206W,WOMEN_FASHION,SINGLE AT FOURTY,Fashion Quotient,"1,136","$250,508 ","$152,348 ","$332,784 ","1,798","$195,788 ","1,393",$0 ,0,"$182,081 ","1,108",34.30%,"$224,922 ","1,515",$134.10 ,833,30,305
206W,WOMEN_FASHION,SINGLE AT FOURTY,Fashion Quotient,"3,132","$200,222 ","$112,053 ","$184,926 ","5,119","$104,560 ","2,954",$0 ,0,"$116,119 ","3,117",43.30%,"$71,418 ","2,110",$35.80 ,51,30,318
206W,WOMEN_FASHION,SINGLE AT FOURTY,Fashion Quotient,"26,169","$2,953,970 ","$1,905,742 ","$1,578,653 ","21,104","$3,707,997 ","51,959",$0 ,0,"$1,497,592 ","20,670",35.10%,"$3,846,461 ","53,518",$72.80 ,"1,389",30,247
206W,WOMEN_FASHION,SINGLE AT FOURTY,Fashion Quotient,439,"$337,458 ","$71,269 ","$86,574 ",498,"$104,760 ",612,$0 ,0,"$57,793 ",336,39.90%,"$103,824 ",601,$162.30 ,383,30,84
